Price,Equity
2010-02-11,1.0
2010-02-12,1.0
2010-02-16,1.0
2010-02-17,1.0
2010-02-18,1.0
2010-02-19,1.0
2010-02-22,1.0
2010-02-23,1.0
2010-02-24,1.0
2010-02-25,1.0
2010-02-26,1.0
2010-03-01,1.0
2010-03-02,1.0
2010-03-03,1.0
2010-03-04,1.0110410444138882
2010-03-05,1.0552448407908332
2010-03-08,1.0605734312913233
2010-03-09,1.0782774066294312
2010-03-10,1.1027497504086743
2010-03-11,1.1119591511005125
2010-03-12,1.1142406336263917
2010-03-15,1.1075069469851406
2010-03-16,1.1264115603398945
2010-03-17,1.1333459138339799
2010-03-18,1.1434918503829967
2010-03-19,1.1258024149035961
2010-03-22,1.1528145630835231
2010-03-23,1.1737274659516586
2010-03-24,1.1595029810952882
2010-03-25,1.1532427160635803
2010-03-26,1.1584467376757315
2010-03-29,1.1721647010772545
2010-03-30,1.1826499448139356
2010-03-31,1.169169563057196
2010-04-01,1.1671915337528989
2010-04-05,1.1961054802892817
2010-04-06,1.2037211735998972
2010-04-07,1.1980749437288156
2010-04-08,1.2016565624963351
2010-04-09,1.219677786394095
2010-04-12,1.2236973932944832
2010-04-13,1.2387744818073734
2010-04-14,1.274018483801631
2010-04-15,1.2873931859582233
2010-04-16,1.251799058781585
2010-04-19,1.2502226151550704
2010-04-20,1.2650092356627136
2010-04-21,1.2826093125875304
2010-04-22,1.2974105439979453
2010-04-23,1.3106489546756062
2010-04-26,1.3032163416539952
2010-04-27,1.2415002197300975
2010-04-28,1.2438516678185723
2010-04-29,1.294891347357939
2010-04-30,1.235965446086234
2010-05-03,1.27680546654339
2010-05-04,1.188397269041311
2010-05-05,1.1832350804380822
2010-05-06,1.1498189561583345
2010-05-07,1.1249100091932462
2010-05-10,1.176881108875608
2010-05-11,1.1758343336246273
2010-05-12,1.1946941988751634
2010-05-13,1.1788569217939315
2010-05-14,1.1596305350805287
2010-05-17,1.1628269764658836
2010-05-18,1.14902048347026
2010-05-19,1.1410514281627173
2010-05-20,1.1039263693201615
2010-05-21,1.1149744867217453
2010-05-24,1.1109602657016682
2010-05-25,1.1118561386626316
2010-05-26,1.1006698538877449
2010-05-27,1.1384529913969186
2010-05-28,1.1244823682048914
2010-06-01,1.1152725340477092
2010-06-02,1.138955472992949
2010-06-03,1.1484685451445906
2010-06-04,1.1141999984768112
2010-06-07,1.0960144463796884
2010-06-08,1.0942069162292376
2010-06-09,1.0858338072214369
2010-06-10,1.1143599520783303
2010-06-11,1.1404730900664077
2010-06-14,1.1410348357612219
2010-06-15,1.2140873199127773
2010-06-16,1.2342394076294712
2010-06-17,1.2442699406618876
2010-06-18,1.2470075153288005
2010-06-21,1.2207310203314465
2010-06-22,1.1970671613703252
2010-06-23,1.1836720471775888
2010-06-24,1.1684715562354726
2010-06-25,1.1677910475931892
2010-06-28,1.1588403450086808
2010-06-29,1.0472473927441897
2010-06-30,1.0320293200144324
2010-07-01,1.029220020034816
2010-07-02,1.0264023964288573
