Price,Equity
2010-12-17,1.5083485544605861
2010-12-20,1.510655247057596
2010-12-21,1.5250522434421585
2010-12-22,1.525863048655438
2010-12-23,1.5192697319696635
2010-12-27,1.5196988370339333
2010-12-28,1.515870582770165
2010-12-29,1.5210720797796702
2010-12-30,1.5145865375777392
2010-12-31,1.5065107209168724
2011-01-03,1.5457699596930246
2011-01-04,1.5443829734568983
2011-01-05,1.5659387251135035
2011-01-06,1.5738183833881618
2011-01-07,1.5717847153438083
2011-01-10,1.5815310933203046
2011-01-11,1.5854931850899223
2011-01-12,1.6031409565914876
2011-01-13,1.605733167357967
2011-01-14,1.6245662957171554
2011-01-18,1.6315138994839389
2011-01-19,1.6024443415075695
2011-01-20,1.583063910443021
2011-01-21,1.5632541896721248
2011-01-24,1.5990588002602584
2011-01-25,1.60212474001922
2011-01-26,1.6155902665548576
2011-01-27,1.6322463702722052
2011-01-28,1.5668326551155602
2011-01-31,1.5796445017173104
2011-02-01,1.6278222788984011
2011-02-02,1.6239006615149
2011-02-03,1.6273497115154594
2011-02-04,1.6429059479569217
2011-02-07,1.655461101631488
2011-02-08,1.6738361448236088
2011-02-09,1.6686299620287848
2011-02-10,1.6728352904338182
2011-02-11,1.690689351975153
2011-02-14,1.696202922363141
2011-02-15,1.693866891628598
2011-02-16,1.7099506703633875
2011-02-17,1.7091917136989763
2011-02-18,1.7042094924799995
2011-02-22,1.6279702427804015
2011-02-23,1.616441924528108
2011-02-24,1.6235331618288722
2011-02-25,1.6432167713075416
2011-02-28,1.6463381350206103
2011-03-01,1.6046603604556604
2011-03-02,1.6117029648301533
2011-03-03,1.6633884880797924
2011-03-04,1.6563087490470516
2011-03-07,1.6375756198515394
2011-03-08,1.6428797816609797
2011-03-09,1.6334096283311152
2011-03-10,1.6117752886138224
2011-03-11,1.6201010424231739
2011-03-14,1.615318371794689
2011-03-15,1.595771026855651
2011-03-16,1.5617655249281284
2011-03-17,1.5743704960960705
2011-03-18,1.5714738063185267
2011-03-21,1.5980622061882759
2011-03-22,1.596074097861865
2011-03-23,1.6035793793228128
2011-03-24,1.6286754705537136
2011-03-25,1.6321144867312967
2011-03-28,1.6243609990846943
2011-03-29,1.6378841862749505
2011-03-30,1.6446137945125545
2011-03-31,1.6465792463527333
2011-04-01,1.6473025654135647
2011-04-04,1.6428507612385612
2011-04-05,1.6384824311856512
2011-04-06,1.6419515937140212
2011-04-07,1.6413454733955937
2011-04-08,1.628418889538306
2011-04-11,1.6205110118202684
2011-04-12,1.6033529034167866
2011-04-13,1.6241392400152888
2011-04-14,1.6194184888166177
2011-04-15,1.61389269411436
2011-04-18,1.5970563577021486
2011-04-19,1.6127260878787872
2011-04-20,1.6704837603183704
2011-04-21,1.6923711181373493
2011-04-25,1.69882397687805
2011-04-26,1.7137071592447954
2011-04-27,1.7316620961820708
2011-04-28,1.7301541514542165
2011-04-29,1.726107831737699
2011-05-02,1.721407151919172
2011-05-03,1.7084458965241516
2011-05-04,1.7034555244992462
2011-05-05,1.6903636968737503
2011-05-06,1.6979635990267337
2011-05-09,1.7073950985919621
2011-05-10,1.7296316529611189
2011-05-11,1.7109207601726495
2011-05-12,1.7262232473666232
2011-05-13,1.695515057225841
2011-05-16,1.6504575624636098
2011-05-17,1.6575541621825742
2011-05-18,1.6786819380444988
2011-05-19,1.6861504507339222
2011-05-20,1.6669864929659328
2011-05-23,1.6293382147895576
2011-05-24,1.6130323770000552
2011-05-25,1.622732009078181
2011-05-26,1.638965191911888
2011-05-27,1.6519127769798807
2011-05-31,1.6936487703099568
2011-06-01,1.6381828239964382
2011-06-02,1.6432420631277442
2011-06-03,1.6039156039336215
2011-06-06,1.592553565470387
2011-06-07,1.5899616491093682
2011-06-08,1.5799203648174263
2011-06-09,1.583779966999745
2011-06-10,1.5439782470998284
2011-06-13,1.5441166425121486
2011-06-14,1.5764232349588156
2011-06-15,1.528917798273607
2011-06-16,1.5230325782534835
2011-06-17,1.519040136196307
2011-06-20,1.5258546211989819
2011-06-21,1.5563508851168841
2011-06-22,1.5460528790058943
2011-06-23,1.559028907597297
2011-06-24,1.534617636676471
2011-06-27,1.557135093578062
2011-06-28,1.5779828683293045
2011-06-29,1.5837694173822996
2011-06-30,1.60202585893768
2011-07-01,1.6233517808108868
2011-07-05,1.6302407323067478
2011-07-06,1.6349832283694468
2011-07-07,1.6540385201580703
2011-07-08,1.6502196379831948
2011-07-11,1.624995702172801
2011-07-12,1.6140472948392826
2011-07-13,1.6200500832441218
2011-07-14,1.6038894699836974
2011-07-15,1.622492496172294
2011-07-18,1.6149075634086918
2011-07-19,1.647224472811876
2011-07-20,1.6410266756225322
2011-07-21,1.650406455682329
2011-07-22,1.6648852043870646
2011-07-25,1.6620964264465399
2011-07-26,1.6652128736348288
2011-07-27,1.6293801670369286
2011-07-28,1.6318240489397975
2011-07-29,1.6272741893362577
2011-08-01,1.620848517904633
2011-08-02,1.5854352041547117
2011-08-03,1.598299142680596
2011-08-04,1.5339027296357302
2011-08-05,1.5244708526002237
2011-08-08,1.4411829974179906
2011-08-09,1.5071592987001803
2011-08-10,1.4508345596818863
2011-08-11,1.511741305095187
2011-08-12,1.5239105423318446
2011-08-15,1.544336677183989
2011-08-16,1.5324264279452633
2011-08-17,1.524432824999442
2011-08-18,1.4561613363211794
2011-08-19,1.430504477882205
2011-08-22,1.4351777308114397
2011-08-23,1.492913011148965
2011-08-24,1.5039022218908913
2011-08-25,1.4812366263557513
2011-08-26,1.5157508125161168
2011-08-29,1.5550571207214485
2011-08-30,1.5644008573148316
2011-08-31,1.5668755101459853
2011-09-01,1.5539655730498168
2011-09-02,1.5211967766352528
2011-09-06,1.521315141616841
2011-09-07,1.556702114949422
2011-09-08,1.5502720729375585
2011-09-09,1.519306302040179
2011-09-12,1.537036596679004
2011-09-13,1.5554905340140126
2011-09-14,1.5755625517861243
2011-09-15,1.5964994022294432
2011-09-16,1.6090587985772453
2011-09-19,1.6098506240125698
2011-09-20,1.6034834908901583
2011-09-21,1.5794020520184966
2011-09-22,1.5339399452903297
2011-09-23,1.5486866931612027
2011-09-26,1.564778627729124
2011-09-27,1.5792192057236238
2011-09-28,1.557946842418775
2011-09-29,1.542484756606545
2011-09-30,1.5062985609730792
2011-10-03,1.4700471046867973
2011-10-04,1.4986432991977008
2011-10-05,1.5343874539190594
2011-10-06,1.5581137550194337
2011-10-07,1.548699176078164
2011-10-10,1.5968877900383962
2011-10-11,1.6065932605832285
2011-10-12,1.6137831042596986
2011-10-13,1.6265023926209805
2011-10-14,1.652363189224955
2011-10-17,1.6307300173452075
2011-10-18,1.6479000448493188
2011-10-19,1.620918292214995
2011-10-20,1.6144400645121217
2011-10-21,1.6315908053978596
2011-10-24,1.660702150463056
2011-10-25,1.6336336553901165
2011-10-26,1.6318661740210203
2011-10-27,1.670054575212481
2011-10-28,1.671939013732365
2011-10-31,1.6485909235392426
2011-11-01,1.6122578742957288
2011-11-02,1.6239894548141516
2011-11-03,1.6527464224724318
2011-11-04,1.6455162558181389
2011-11-07,1.6556398453467072
2011-11-08,1.6715151187504675
2011-11-09,1.6227034143599406
2011-11-10,1.6214568504060956
2011-11-11,1.647758275293799
2011-11-14,1.639384864887348
2011-11-15,1.6547201030576058
2011-11-16,1.6316497504216303
2011-11-17,1.599145117431895
2011-11-18,1.5881860401970722
2011-11-21,1.5612615582202782
2011-11-22,1.5656510759719162
2011-11-23,1.5343092638100764
2011-11-25,1.5236201349061562
2011-11-28,1.5721094112181127
2011-11-29,1.5635257826270812
2011-11-30,1.6150458535970063
2011-12-01,1.6248666858138763
2011-12-02,1.6207095569087815
2011-12-05,1.6360243418909057
2011-12-06,1.6322559812956032
2011-12-07,1.6325592536661448
2011-12-08,1.6089201239206552
2011-12-09,1.6312336446317806
2011-12-12,1.6156917137844173
2011-12-13,1.6001380043215685
2011-12-14,1.5783524836011718
2011-12-15,1.574612070862283
2011-12-16,1.5812366348501654
2011-12-19,1.5678254362332114
2011-12-20,1.6092875035089744
2011-12-21,1.5895175242352042
2011-12-22,1.6012157025536977
2011-12-23,1.613300742320853
2011-12-27,1.6178225122237642
2011-12-28,1.6021563606447535
2011-12-29,1.611809486176746
2011-12-30,1.6078892615374025
2012-01-03,1.6346056948002068
2012-01-04,1.6403734398188212
2012-01-05,1.6518768461232498
2012-01-06,1.6567209154803344
2012-01-09,1.6524176336409835
2012-01-10,1.6623482562049814
2012-01-11,1.6653940916137744
2012-01-12,1.6709302385132374
2012-01-13,1.6657593775070416
2012-01-17,1.6784165965653015
2012-01-18,1.6969905249646988
2012-01-19,1.7059700701224672
2012-01-20,1.7021272040787625
2012-01-23,1.7020970399546136
2012-01-24,1.697305704293896
2012-01-25,1.7303792785772738
2012-01-26,1.7212075962832283
2012-01-27,1.7297139847026193
2012-01-30,1.731185344622641
2012-01-31,1.7342423136218672
2012-02-01,1.755525001268642
2012-02-02,1.7643855609166819
2012-02-03,1.7989400229397694
2012-02-06,1.7980035568940131
2012-02-07,1.801872928423454
2012-02-08,1.8162486854680926
2012-02-09,1.8354319338946965
2012-02-10,1.8169242337013118
2012-02-13,1.8403177035548004
2012-02-14,1.8478159826687999
2012-02-15,1.828568539266207
2012-02-16,1.8647497323393485
2012-02-17,1.857317184912982
2012-02-21,1.8646666827513378
2012-02-22,1.853187153614622
2012-02-23,1.869684845344754
2012-02-24,1.8781772870284974
2012-02-27,1.8823221314220189
2012-02-28,1.9082853547817487
2012-02-29,1.8968747227258178
2012-03-01,1.9179139538683838
2012-03-02,1.9153483420593016
2012-03-05,1.8883343380451723
2012-03-06,1.8634300468132667
2012-03-07,1.8831273344615256
2012-03-08,1.9106547036868693
2012-03-09,1.9211586149745494
2012-03-12,1.922529675858553
2012-03-13,1.9713161034064854
2012-03-14,1.9809698070390667
2012-03-15,1.9876590652366537
2012-03-16,1.985773350179055
2012-03-19,2.0046002660868476
2012-03-20,2.0093391348839624
2012-03-21,2.009096554585068
2012-03-22,2.0038443610152825
2012-03-23,2.0026292415346325
2012-03-26,2.047904918584736
2012-03-27,2.051262906678698
2012-03-28,2.0411185320521574
2012-03-29,2.0321380885160387
2012-03-30,2.0261762299985824
2012-04-02,2.052655410355157
2012-04-03,2.0526613168246524
2012-04-04,2.0172996386196544
2012-04-05,2.033158380651538
2012-04-09,2.0132515956293737
2012-04-10,1.971417741920705
2012-04-11,1.9839590015142239
2012-04-12,2.013077602311348
2012-04-13,1.9738613217458845
2012-04-16,1.9464341110728087
2012-04-17,1.997656141016884
2012-04-18,1.9941587115816015
2012-04-19,1.9786843929637192
2012-04-20,1.9743430512158981
2012-04-23,1.9620005704634795
2012-04-24,1.954167738100185
2012-04-25,2.023026260153977
2012-04-26,2.0312987548742134
2012-04-27,2.0395140572740393
2012-04-30,2.0296463646678884
2012-05-01,2.03209993053592
2012-05-02,2.035693314969919
2012-05-03,2.0210108388388326
2012-05-04,1.98644153879783
2012-05-07,1.9874715513625423
2012-05-08,1.9822994713825577
2012-05-09,1.9787136172196593
2012-05-10,1.975047897449092
2012-05-11,1.9747261335693667
2012-05-14,1.9617207963602126
2012-05-15,1.9573332453091594
2012-05-16,1.9386133386674729
2012-05-17,1.8851618076916696
2012-05-18,1.8667451872472125
2012-05-21,1.905931378651287
2012-05-22,1.904306835470944
2012-05-23,1.906962809065217
2012-05-24,1.8981262598772617
2012-05-25,1.8959640556056236
2012-05-29,1.9135939221156986
2012-05-30,1.9019914267162557
2012-05-31,1.8956689451394546
2012-06-01,1.8586768704876353
2012-06-04,1.8690582312886248
2012-06-05,1.8750969656983505
2012-06-06,1.9070920817708203
2012-06-07,1.9016530218061622
2012-06-08,1.915243639664489
2012-06-11,1.8921896642372467
2012-06-12,1.908209085974768
2012-06-13,1.8987888876624255
2012-06-14,1.903992361481574
2012-06-15,1.9213210767456756
2012-06-18,1.9339702782100097
2012-06-19,1.9488545087585318
2012-06-20,1.9501894007046783
2012-06-21,1.9152982547808892
2012-06-22,1.9299427569276077
2012-06-25,1.9026742320106247
2012-06-26,1.911562574250484
2012-06-27,1.9200887725333633
2012-06-28,1.9039898177351602
2012-06-29,1.9487381423104642
2012-07-02,1.9527068720385858
2012-07-03,1.9641822196674008
2012-07-05,1.9653731776137027
2012-07-06,1.9475136879110284
2012-07-09,1.9453327162715912
2012-07-10,1.9313251560394202
2012-07-11,1.9241594912933122
2012-07-12,1.9108882090543842
2012-07-13,1.9317537010377714
2012-07-16,1.9279822905121295
2012-07-17,1.9352227199068346
2012-07-18,1.954194491109282
2012-07-19,1.9695286333352835
2012-07-20,1.9512680765784274
2012-07-23,1.93415456258947
2012-07-24,1.9232820934399957
2012-07-25,1.9134822314063278
2012-07-26,1.9319254276841598
2012-07-27,1.9660083589764987
2012-07-30,1.9641862222936106
2012-07-31,1.9640567703525211
2012-08-01,1.9597553905890481
2012-08-02,1.9548142937540784
2012-08-03,1.9813491227654785
2012-08-06,1.991940550621
2012-08-07,2.003546787347344
2012-08-08,2.0028624309312484
2012-08-09,2.0069603466057035
2012-08-10,2.008262977381074
2012-08-13,2.0135897844668897
2012-08-14,2.014813373964774
2012-08-15,2.02098200936564
2012-08-16,2.05203390329758
2012-08-17,2.0639066177575316
2012-08-20,2.0672780226799206
2012-08-21,2.0572887231855077
2012-08-22,2.0667428229126505
2012-08-23,2.047358233563007
2012-08-24,2.062789265343589
2012-08-27,2.0669995571675908
2012-08-28,2.066866431742969
2012-08-29,2.067133604977112
2012-08-30,2.0406996903291406
2012-08-31,2.0590939951556715
2012-09-04,2.05552006359468
2012-09-05,2.0516609097143994
2012-09-06,2.1089804779748054
2012-09-07,2.1052500078925394
2012-09-10,2.0732326024898096
2012-09-11,2.0694544911262494
2012-09-12,2.0769826333921113
2012-09-13,2.1115980514943504
2012-09-14,2.1338767903023514
2012-09-17,2.1354516203334777
2012-09-18,2.137109442123476
2012-09-19,2.1427973599598857
2012-09-20,2.1407558176260775
2012-09-21,2.140812793083899
2012-09-24,2.1248677815716874
2012-09-25,2.0899414949514656
2012-09-26,2.067270893539061
2012-09-27,2.1039870066151742
2012-09-28,2.0831523944770574
2012-10-01,2.079431062295631
2012-10-02,2.0851825415902043
2012-10-03,2.1016029690985825
2012-10-04,2.1115996413046227
2012-10-05,2.0967396623329364
2012-10-08,2.0737306442613406
2012-10-09,2.0294262737743134
2012-10-10,2.0187054556713617
2012-10-11,2.010955133210334
2012-10-12,2.010721666611978
2012-10-15,2.02814828565917
2012-10-16,2.065790020536255
2012-10-17,2.063241379598776
2012-10-18,2.0335541311655003
2012-10-19,1.9709750660857357
2012-10-22,1.9845596561378396
2012-10-23,1.958981318481216
2012-10-24,1.9503010607294802
2012-10-25,1.9503010607294802
2012-10-26,1.959251383369668
2012-10-31,1.9425393269524762
2012-11-01,1.9793055141785345
2012-11-02,1.9479283667690432
2012-11-05,1.968866596129985
2012-11-06,1.9740948889052685
2012-11-07,1.9119765566927778
2012-11-08,1.8900276939363456
2012-11-09,1.89562443198625
2012-11-12,1.8957938449540919
2012-11-13,1.8859011492109978
2012-11-14,1.8693477294697791
2012-11-15,1.8648607271520334
2012-11-16,1.874750864700271
2012-11-19,1.9371166566163742
2012-11-20,1.9374089567691253
2012-11-21,1.9404528947574557
2012-11-23,1.961758982681082
2012-11-26,1.9677769837684242
2012-11-27,1.9628158426234066
2012-11-28,1.9750751583658765
2012-11-29,1.9832932103840064
2012-11-30,1.981240749610085
2012-12-03,1.9786750150544234
2012-12-04,1.9768934960048492
2012-12-05,1.9618253448038712
2012-12-06,1.9706796783657983
2012-12-07,1.955818794818677
2012-12-10,1.9635141539738057
2012-12-11,1.9969782086405696
2012-12-12,1.9911247794224194
2012-12-13,1.9714775421863808
2012-12-14,1.9468989259769716
2012-12-17,1.9807328240378845
2012-12-18,2.020867723886706
2012-12-19,2.0085256782441387
2012-12-20,2.0091230063519667
2012-12-21,1.9821216966983204
2012-12-24,1.9749522214737931
2012-12-26,1.9542675114148804
2012-12-27,1.9495064406219893
2012-12-28,1.9244043970387903
2012-12-31,1.9808187469042577
2013-01-02,2.0618133494078372
2013-01-03,2.054748696407197
2013-01-04,2.050144066594475
2013-01-07,2.0506018215508623
2013-01-08,2.047883651396969
2013-01-09,2.052927851798498
2013-01-10,2.0612498369867946
2013-01-11,2.0630650485545035
2013-01-14,2.0569227593532324
2013-01-15,2.0500152794158915
2013-01-16,2.055505405217442
2013-01-17,2.0624152795275434
2013-01-18,2.059500290515525
2013-01-22,2.0630956867269323
2013-01-23,2.077331343329888
2013-01-24,2.0427014601273057
2013-01-25,2.049754172829151
2013-01-28,2.0529738191361933
2013-01-29,2.0530035833289335
2013-01-30,2.048189512035875
2013-01-31,2.0426074675265076
2013-02-01,2.071239953913399
2013-02-04,2.027028807918044
2013-02-05,2.0651226326007484
2013-02-06,2.057035462343361
2013-02-07,2.059196406683453
2013-02-08,2.085540477225768
2013-02-11,2.085325751339196
2013-02-12,2.075177182741286
2013-02-13,2.085181824591311
2013-02-14,2.083477142390791
2013-02-15,2.0760170996718377
2013-02-19,2.094930310177972
2013-02-20,2.0553597082298447
2013-02-21,2.0272034025187593
2013-02-22,2.0527271715465485
2013-02-25,2.020424621437175
2013-02-26,2.0308148654976526
2013-02-27,2.0571765766363233
2013-02-28,2.0537744920099863
2013-03-01,2.0628857082362995
2013-03-04,2.0740867630480833
2013-03-05,2.112182152803308
2013-03-06,2.1066115595598243
2013-03-07,2.1141272342158217
2013-03-08,2.115292920714748
2013-03-11,2.12412751902539
2013-03-12,2.113652727433559
2013-03-13,2.1108569603558
2013-03-14,2.119688827412035
2013-03-15,2.1115831265397547
2013-03-18,2.10566336025939
2013-03-19,2.102051837777955
2013-03-20,2.118733941989623
2013-03-21,2.0908625523257274
2013-03-22,2.1148684587545725
2013-03-25,2.106004180808499
2013-03-26,2.1193475187776354
2013-03-27,2.12385516792322
2013-03-28,2.128969351404332
2013-04-01,2.1121210173431186
2013-04-02,2.1317640901545882
2013-04-03,2.108738310796668
2013-04-04,2.109200043823746
2013-04-05,2.087916895197903
2013-04-08,2.1012370032552994
2013-04-09,2.1183217377438863
2013-04-10,2.1690563353418084
2013-04-11,2.167587881178302
2013-04-12,2.16656379895991
2013-04-15,2.1139645087399783
2013-04-16,2.1500364662965916
2013-04-17,2.0993577487965256
2013-04-18,2.079662472768147
2013-04-19,2.0989143682095333
2013-04-22,2.113283937405942
2013-04-23,2.1268543661950465
2013-04-24,2.126023438957379
2013-04-25,2.1335310712067823
2013-04-26,2.1293174002338358
2013-04-29,2.1419874336310274
2013-04-30,2.1521878424048047
2013-05-01,2.1459081295336633
2013-05-02,2.16326397021956
2013-05-03,2.179679712515859
2013-05-06,2.1853639458163068
2013-05-07,2.184435740882317
2013-05-08,2.1914311794780303
2013-05-09,2.1896252498283166
2013-05-10,2.1978733914803708
2013-05-13,2.1996390234701515
2013-05-14,2.212445942530849
2013-05-15,2.2187621692721744
2013-05-16,2.215612588202707
2013-05-17,2.2401064632659033
2013-05-20,2.236206130600856
2013-05-21,2.239403387619145
2013-05-22,2.218130737149442
2013-05-23,2.208968035817857
2013-05-24,2.208419872671697
2013-05-28,2.2262291965689927
2013-05-29,2.2132097819350607
2013-05-30,2.2272932776097756
2013-05-31,2.202624523111154
2013-06-03,2.2076352686815115
2013-06-04,2.1945866361052486
2013-06-05,2.161326676748308
2013-06-06,2.1720711456868367
2013-06-07,2.208254281980322
2013-06-10,2.2086668619059955
2013-06-11,2.183519031224959
2013-06-12,2.1534963515077523
2013-06-13,2.184735286462582
2013-06-14,2.169332978060343
2013-06-17,2.193466411868444
2013-06-18,2.2140083273020057
2013-06-19,2.186614374432657
2013-06-20,2.1228606771972744
2013-06-21,2.11052882872672
2013-06-24,2.0838169852200408
2013-06-25,2.1023308569167938
2013-06-26,2.1259666659946985
2013-06-27,2.1315830793275765
2013-06-28,2.133251575989971
2013-07-01,2.142468139140207
2013-07-02,2.1428916234525124
2013-07-03,2.1488380049479696
2013-07-05,2.1680522298031395
2013-07-08,2.170863621964167
2013-07-09,2.18671335633611
2013-07-10,2.2013460593674132
2013-07-11,2.255181653664607
2013-07-12,2.2644177158296923
2013-07-15,2.2710967496935055
2013-07-16,2.267691582840181
2013-07-17,2.2738912700466343
2013-07-18,2.267530901757067
2013-07-19,2.2411481721219184
2013-07-22,2.247508440160524
2013-07-23,2.2282257668248517
2013-07-24,2.2364362275701266
2013-07-25,2.252156866378469
2013-07-26,2.266493480128254
2013-07-29,2.2624507982225928
2013-07-30,2.275398100556534
2013-07-31,2.2808154000511114
2013-08-01,2.3072239581836618
2013-08-02,2.321684479896352
2013-08-05,2.323537879841587
2013-08-06,2.3081070352106723
2013-08-07,2.3031696584733905
2013-08-08,2.3148279585195013
2013-08-09,2.305427745481804
2013-08-12,2.3108757469646277
2013-08-13,2.325285686177682
2013-08-14,2.315660317462825
2013-08-15,2.2721402415937204
2013-08-16,2.2692166235334854
2013-08-19,2.2657124498502186
2013-08-20,2.2775384726463987
2013-08-21,2.2688758425554827
2013-08-22,2.293680892407925
